name,game,description
Struggle,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",An attack that is used in desperation only if the user has no PP. This also damages the user a little.
Struggle,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",This attack is used in desperation only if the user has no PP. It also damages the user a little.
Struggle,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",This attack is used in desperation only if the user has no PP. It also damages the user a little.
Struggle,"['Scarlet', 'Violet']",This attack is used in desperation only if the user has no remaining PP. It also damages the user a little.
Struggle Bug,"['Black', 'White', 'Black 2', 'White 2']","While resisting, the user attacks the opposing Pokémon. The targets’ Sp. Atk stat is reduced."
Struggle Bug,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","While resisting, the user attacks the opposing Pokémon. This lowers the Sp. Atk stat of those hit."
Struggle Bug,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","While resisting, the user attacks the opposing Pokémon. This lowers the Sp. Atk stat of those hit."
Struggle Bug,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","While resisting, the user attacks opposing Pokémon. This lowers the Sp. Atk stats of those hit."
Struggle Bug,"['Scarlet', 'Violet']",The user attacks by struggling against opposing Pokémon. This also lowers their Sp. Atk stats.
Stuff Cheeks,"['Sword', 'Shield']","The user eats its held Berry, then sharply raises its Defense stat."
Stuff Cheeks,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Stuff Cheeks,"['Scarlet', 'Violet']","The user eats its held Berry, then sharply boosts its Defense stat."
Stun Spore,"['Gold', 'Silver', 'Crystal']",A move that may paralyze the foe.
Stun Spore,"['Ruby', 'Sapphire', 'Emerald']",Scatters a powder that may paralyze the foe.
Stun Spore,"['FireRed', 'LeafGreen']",Paralyzing dust is scattered wildly. It may paralyze the foe.
Stun Spore,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user scatters a cloud of paralyzing powder. It may paralyze the target.
Stun Spore,"['Black', 'White', 'Black 2', 'White 2']",The user scatters a cloud of paralyzing powder. It may leave the target with paralysis.
Stun Spore,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user scatters a cloud of numbing powder that paralyzes the target.
Stun Spore,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The user scatters a cloud of numbing powder that paralyzes the target.
Stun Spore,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user scatters a cloud of numbing powder that paralyzes the target.
Stun Spore,"['Scarlet', 'Violet']",The user scatters a cloud of numbing powder that paralyzes the target.
Submission,"['Gold', 'Silver', 'Crystal']",An attack that also hurts the user.
Submission,"['Ruby', 'Sapphire', 'Emerald']",A reckless body slam that also hurts the user.
Submission,"['FireRed', 'LeafGreen']","A reckless, full-body throw attack that also hurts the user a little."
Submission,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user grabs the foe and recklessly dives for the ground. It also hurts the user slightly.
Submission,"['Black', 'White', 'Black 2', 'White 2']",The user grabs the target and recklessly dives for the ground. It also hurts the user slightly.
Submission,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user grabs the target and recklessly dives for the ground. This also damages the user a little.
Submission,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The user grabs the target and recklessly dives for the ground. This also damages the user a little.
Submission,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user grabs the target and recklessly dives for the ground. This also damages the user a little.
Submission,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Substitute,"['Gold', 'Silver', 'Crystal']",Makes a decoy with 1/4 user’s max HP.
Substitute,"['Ruby', 'Sapphire', 'Emerald']",Creates a decoy using 1/4 of the user’s maximum HP.
Substitute,"['FireRed', 'LeafGreen']",The user creates a decoy using one-quarter of its full HP.
Substitute,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user makes a copy of itself using some of its HP. The copy serves as the user’s decoy.
Substitute,"['Black', 'White', 'Black 2', 'White 2']",The user makes a copy of itself using some of its HP. The copy serves as the user’s decoy.
Substitute,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user makes a copy of itself using some of its HP. The copy serves as the user’s decoy.
Substitute,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The user makes a copy of itself using some of its HP. The copy serves as the user’s decoy.
Substitute,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user creates a substitute for itself using some of its HP. The substitute serves as the user’s decoy.
Substitute,"['Scarlet', 'Violet']",The user creates a substitute for itself using some of its own HP. The substitute serves as the user’s decoy.
Subzero Slammer,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user dramatically drops the temperature using its Z-Power and freezes the target with full force. The power varies, depending on the original move."
Subzero Slammer,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Subzero Slammer,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Sucker Punch,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","This move enables the user to attack first. It fails if the foe is not readying an attack, however."
Sucker Punch,"['Black', 'White', 'Black 2', 'White 2']","This move enables the user to attack first. It fails if the target is not readying an attack, however."
Sucker Punch,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",This move enables the user to attack first. This move fails if the target is not readying an attack.
Sucker Punch,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",This move enables the user to attack first. This move fails if the target is not readying an attack.
Sucker Punch,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",This move enables the user to attack first. This move fails if the target is not readying an attack.
Sucker Punch,"['Scarlet', 'Violet']",This move enables the user to attack first. This move fails if the target is not readying an attack.
Sunny Day,"['Gold', 'Silver', 'Crystal']",Boosts fire-type moves for 5 turns.
Sunny Day,"['Ruby', 'Sapphire', 'Emerald']",Boosts the power of FIRE-type moves for 5 turns.
Sunny Day,"['FireRed', 'LeafGreen']","The sun blazes for five turns, powering up FIRE-type moves."
Sunny Day,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The user intensifies the sun for five turns, powering up Fire-type moves. "
Sunny Day,"['Black', 'White', 'Black 2', 'White 2']","The user intensifies the sun for five turns, powering up Fire-type moves."
Sunny Day,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user intensifies the sun for five turns, powering up Fire-type moves."
Sunny Day,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user intensifies the sun for five turns, powering up Fire-type moves. It lowers the power of Water-type moves."
Sunny Day,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The user intensifies the sun for five turns, powering up Fire-type moves. It lowers the power of Water-type moves."
Sunny Day,"['Scarlet', 'Violet']","The user intensifies the sun for five turns, powering up Fire-type attacks. The sunlight also lowers the power of Water-type attacks."
Sunsteel Strike,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user slams into the target with the force of a meteor. This move can be used on the target regardless of its Abilities.
Sunsteel Strike,"['Sword', 'Shield']",The user slams into the target with the force of a meteor. This move can be used on the target regardless of its Abilities.
Sunsteel Strike,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Sunsteel Strike,"['Scarlet', 'Violet']",The user slams into the target with the force of a meteor. This move can be used on the target regardless of its Ability.
Super Fang,"['Gold', 'Silver', 'Crystal']",Cuts the foe’s HP by 1/2.
Super Fang,"['Ruby', 'Sapphire', 'Emerald']",Attacks with sharp fangs and cuts half the foe’s HP.
Super Fang,"['FireRed', 'LeafGreen']",The user attacks with sharp fangs and halves the foe’s HP.
Super Fang,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user chomps hard on the foe with its sharp front fangs. It cuts the target’s HP to half.
Super Fang,"['Black', 'White', 'Black 2', 'White 2']",The user chomps hard on the target with its sharp front fangs. It cuts the target’s HP to half.
Super Fang,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user chomps hard on the target with its sharp front fangs. This cuts the target’s HP in half.
Super Fang,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The user chomps hard on the target with its sharp front fangs. This cuts the target’s HP in half.
Super Fang,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user chomps hard on the target with its sharp front fangs. This cuts the target’s HP in half.
Super Fang,"['Scarlet', 'Violet']",The user chomps hard on the target with its sharp front fangs. This cuts the target’s HP in half.
Superpower,"['Ruby', 'Sapphire', 'Emerald']","Boosts strength sharply, but lowers abilities."
Superpower,"['FireRed', 'LeafGreen']","A powerful attack, but it also lowers the user’s ATTACK and DEFENSE stats."
Superpower,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The user attacks the foe with great power. However, it also lowers the user’s Attack and Defense."
Superpower,"['Black', 'White', 'Black 2', 'White 2']","The user attacks the target with great power. However, it also lowers the user’s Attack and Defense."
Superpower,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user attacks the target with great power. However, this also lowers the user’s Attack and Defense stats."
Superpower,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']","The user attacks the target with great power. However, this also lowers the user’s Attack and Defense stats."
Superpower,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The user attacks the target with great power. However, this also lowers the user’s Attack and Defense stats."
Superpower,"['Scarlet', 'Violet']",The user attacks the target with great power. This also lowers the user’s Attack and Defense stats.
Supersonic,"['Gold', 'Silver', 'Crystal']",Sound waves that cause confusion.
Supersonic,"['Ruby', 'Sapphire', 'Emerald']",Emits bizarre sound waves that may confuse the foe.
Supersonic,"['FireRed', 'LeafGreen']",The user generates odd sound waves. It may confuse the foe.
Supersonic,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user generates odd sound waves from its body. It may confuse the target.
Supersonic,"['Black', 'White', 'Black 2', 'White 2']",The user generates odd sound waves from its body. It may confuse the target.
Supersonic,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user generates odd sound waves from its body that confuse the target.
Supersonic,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The user generates odd sound waves from its body that confuse the target.
Supersonic,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user generates odd sound waves from its body that confuse the target.
Supersonic,"['Scarlet', 'Violet']",The user generates odd sound waves from its body that confuse the target.
Supersonic Skystrike,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user soars up with its Z-Power and plummets toward the target at full speed. The power varies, depending on the original move."
Supersonic Skystrike,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Supersonic Skystrike,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Surf,"['Gold', 'Silver', 'Crystal']",A strong water-type attack.
Surf,"['Ruby', 'Sapphire', 'Emerald']","Creates a huge wave, then crashes it down on the foe."
Surf,"['FireRed', 'LeafGreen']",A big wave crashes down on the foe. Can also be used for crossing water.
Surf,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",It swamps the entire battlefield with a giant wave. It can also be used for crossing water.
Surf,"['Black', 'White', 'Black 2', 'White 2']",It swamps the area around the user with a giant wave. It can also be used for crossing water.
Surf,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user attacks everything around it by swamping its surroundings with a giant wave. This can also be used for crossing water.
Surf,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",The user attacks everything around it by swamping its surroundings with a giant wave.
Surf,"['Sword', 'Shield']",The user attacks everything around it by swamping its surroundings with a giant wave.
Surf,"['B.Diamond', 'S.Pearl']",The user attacks everything around it by swamping its surroundings with a giant wave. It’s also one of the Pokétch’s hidden moves.
Surf,"['Scarlet', 'Violet']",The user attacks everything around it by swamping its surroundings with a giant wave.
Surging Strikes,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Surging Strikes,"['Scarlet', 'Violet']","The user, having mastered the Water style, strikes the target with a flowing motion three times in a row. This move always lands a critical hit."
Swagger,"['Gold', 'Silver', 'Crystal']",Causes confusion and raises ATTACK.
Swagger,"['Ruby', 'Sapphire', 'Emerald']","Confuses the foe, but also sharply raises ATTACK."
Swagger,"['FireRed', 'LeafGreen']","A move that makes the foe confused, but also sharply raises its ATTACK."
Swagger,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The user enrages the foe into confusion. However, it also sharply raises the foe’s Attack stat."
Swagger,"['Black', 'White', 'Black 2', 'White 2']","The user enrages and confuses the target. However, it also sharply raises the target’s Attack stat."
Swagger,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user enrages and confuses the target. However, this also sharply raises the target’s Attack stat."
Swagger,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user enrages and confuses the target. However, this also sharply raises the target’s Attack stat."
Swagger,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The user enrages and confuses the target. However, this also sharply raises the target’s Attack stat."
Swagger,"['Scarlet', 'Violet']","The user enrages and confuses the target. However, this also sharply boosts the target’s Attack stat."
Swallow,"['Ruby', 'Sapphire', 'Emerald']",Absorbs stockpiled power and restores HP.
Swallow,"['FireRed', 'LeafGreen']",The energy it built using STOCKPILE is absorbed to restore HP.
Swallow,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The power stored using the move Stockpile is absorbed by the user to heal its HP.
Swallow,"['Black', 'White', 'Black 2', 'White 2']",The power stored using the move Stockpile is absorbed by the user to heal its HP. Storing more power heals more HP.
Swallow,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The power stored using the move Stockpile is absorbed by the user to heal its HP. Storing more power heals more HP.
Swallow,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The power stored using the move Stockpile is absorbed by the user to heal its HP. Storing more power heals more HP.
Swallow,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The power stored using the move Stockpile is absorbed by the user to heal its HP. Storing more power heals more HP.
Swallow,"['Scarlet', 'Violet']","The power stored using the move Stockpile is absorbed by the user to restore its own HP. The more power is stored, the more HP is restored."
Sweet Kiss,"['Gold', 'Silver', 'Crystal']",A move that causes confusion.
Sweet Kiss,"['Ruby', 'Sapphire', 'Emerald']",Demands a kiss with a cute look. May cause confusion.
Sweet Kiss,"['FireRed', 'LeafGreen']",The user kisses the foe with sweet cuteness that causes confusion.
Sweet Kiss,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The user kisses the foe with a sweet, angelic cuteness that causes confusion. "
Sweet Kiss,"['Black', 'White', 'Black 2', 'White 2']","The user kisses the target with a sweet, angelic cuteness that causes confusion."
Sweet Kiss,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user kisses the target with a sweet, angelic cuteness that causes confusion."
Sweet Kiss,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user kisses the target with a sweet, angelic cuteness that causes confusion."
Sweet Kiss,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The user kisses the target with a sweet, angelic cuteness that causes confusion."
Sweet Kiss,"['Scarlet', 'Violet']","The user kisses the target with a sweet, angelic cuteness that causes confusion."
Sweet Scent,"['Gold', 'Silver', 'Crystal']",Reduces the foe’s evasiveness.
Sweet Scent,"['Ruby', 'Sapphire', 'Emerald']",Allures the foe to reduce evasiveness.
Sweet Scent,"['FireRed', 'LeafGreen']",Allures the foe to reduce evasiveness. It also attracts wild POKéMON.
Sweet Scent,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","A sweet scent that lowers the foe’s evasiveness. It also lures wild Pokémon if used in grass, etc."
Sweet Scent,"['Black', 'White', 'Black 2', 'White 2']","A sweet scent that lowers the opposing team’s evasiveness. It also lures wild Pokémon if used in grass, etc."
Sweet Scent,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",A sweet scent that harshly lowers opposing Pokémon’s evasiveness. This also lures wild Pokémon if used in places such as tall grass.
Sweet Scent,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",A sweet scent that harshly lowers opposing Pokémon’s evasiveness.
Sweet Scent,"['Sword', 'Shield']",A sweet scent that harshly lowers opposing Pokémon’s evasiveness.
Sweet Scent,"['B.Diamond', 'S.Pearl']","A sweet scent that harshly lowers opposing Pokémon’s evasiveness. It also lures wild Pokémon if used in grass, etc."
Sweet Scent,"['Scarlet', 'Violet']",The user releases a scent that harshly lowers opposing Pokémon’s evasiveness.
Swift,"['Gold', 'Silver', 'Crystal']",An attack that never misses.
Swift,"['Ruby', 'Sapphire', 'Emerald']",Sprays star-shaped rays that never miss.
Swift,"['FireRed', 'LeafGreen']",Star-shaped rays that never miss are fired at all foes in battle.
Swift,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",Star-shaped rays are shot at the foe. This attack never misses. 
Swift,"['Black', 'White', 'Black 2', 'White 2']",Star-shaped rays are shot at the opposing team. This attack never misses.
Swift,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",Star-shaped rays are shot at the opposing Pokémon. This attack never misses.
Swift,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",Star-shaped rays are shot at the opposing Pokémon. This attack never misses.
Swift,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",Star-shaped rays are shot at opposing Pokémon. This attack never misses.
Swift,"['Scarlet', 'Violet']",Star-shaped rays are shot at opposing Pokémon. This attack never misses.
Switcheroo,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user trades held items with the foe faster than the eye can follow. 
Switcheroo,"['Black', 'White', 'Black 2', 'White 2']",The user trades held items with the target faster than the eye can follow.
Switcheroo,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user trades held items with the target faster than the eye can follow.
Switcheroo,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user trades held items with the target faster than the eye can follow.
Switcheroo,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user trades held items with the target faster than the eye can follow.
Switcheroo,"['Scarlet', 'Violet']",The user trades held items with the target faster than the eye can follow.
Swords Dance,"['Gold', 'Silver', 'Crystal']",A dance that increases ATTACK.
Swords Dance,"['Ruby', 'Sapphire', 'Emerald']",A fighting dance that sharply raises ATTACK.
Swords Dance,"['FireRed', 'LeafGreen']",A frenetic dance of fighting. It sharply raises the ATTACK stat.
Swords Dance,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat.
Swords Dance,"['Black', 'White', 'Black 2', 'White 2']",A frenetic dance to uplift the fighting spirit. It sharply raises the user’s Attack stat.
Swords Dance,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",A frenetic dance to uplift the fighting spirit. This sharply raises the user’s Attack stat.
Swords Dance,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",A frenetic dance to uplift the fighting spirit. This sharply raises the user’s Attack stat.
Swords Dance,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",A frenetic dance to uplift the fighting spirit. This sharply raises the user’s Attack stat.
Swords Dance,"['Scarlet', 'Violet']",A frenetic dance to uplift the fighting spirit. This sharply boosts the user’s Attack stat.
Synchronoise,"['Black', 'White', 'Black 2', 'White 2']","Using an odd shock wave, the user inflicts damage on any Pokémon of the same type in the area around it."
Synchronoise,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","Using an odd shock wave, the user inflicts damage on any Pokémon of the same type in the area around it."
Synchronoise,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","Using an odd shock wave, the user inflicts damage on any Pokémon of the same type in the area around it."
Synchronoise,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Synchronoise,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Synthesis,"['Gold', 'Silver', 'Crystal']",Restores HP (varies by time).
Synthesis,"['Ruby', 'Sapphire', 'Emerald']",Restores HP. The amount varies with the weather.
Synthesis,"['FireRed', 'LeafGreen']",Restores the user’s HP. The amount of HP regained varies with the weather.
Synthesis,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user restores its own HP. The amount of HP regained varies with the weather.
Synthesis,"['Black', 'White', 'Black 2', 'White 2']",The user restores its own HP. The amount of HP regained varies with the weather.
Synthesis,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user restores its own HP. The amount of HP regained varies with the weather.
Synthesis,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user restores its own HP. The amount of HP regained varies with the weather.
Synthesis,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user restores its own HP. The amount of HP regained varies with the weather.
Synthesis,"['Scarlet', 'Violet']",The user restores its own HP. The amount of HP regained varies with the weather.
Tackle,"['Gold', 'Silver', 'Crystal']",A full-body charge attack.
Tackle,"['Ruby', 'Sapphire', 'Emerald']",Charges the foe with a full-body tackle.
Tackle,"['FireRed', 'LeafGreen']","A physical attack in which the user charges, full body, into the foe."
Tackle,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",A physical attack in which the user charges and slams into the foe with its whole body.
Tackle,"['Black', 'White', 'Black 2', 'White 2']",A physical attack in which the user charges and slams into the target with its whole body.
Tackle,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",A physical attack in which the user charges and slams into the target with its whole body.
Tackle,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']",A physical attack in which the user charges and slams into the target with its whole body.
Tackle,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",A physical attack in which the user charges and slams into the target with its whole body.
Tackle,"['Scarlet', 'Violet']",A physical attack in which the user charges and slams into the target with its whole body.
Tail Glow,"['Ruby', 'Sapphire', 'Emerald']",Flashes a light that sharply raises SP. ATK.
Tail Glow,"['FireRed', 'LeafGreen']",The user flashes a light that sharply raises its SP. ATK stat.
Tail Glow,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The user stares at flashing lights to focus its mind, sharply raising its Sp. Atk stat."
Tail Glow,"['Black', 'White', 'Black 2', 'White 2']","The user stares at flashing lights to focus its mind, drastically raising its Sp. Atk stat."
Tail Glow,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user stares at flashing lights to focus its mind, drastically raising its Sp. Atk stat."
Tail Glow,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","The user stares at flashing lights to focus its mind, drastically raising its Sp. Atk stat."
Tail Glow,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The user stares at flashing lights to focus its mind, drastically raising its Sp. Atk stat."
Tail Glow,"['Scarlet', 'Violet']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Tail Slap,"['Black', 'White', 'Black 2', 'White 2']",The user attacks by striking the target with its hard tail. It hits the target two to five times in a row.
Tail Slap,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user attacks by striking the target with its hard tail. It hits the target two to five times in a row.
Tail Slap,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user attacks by striking the target with its hard tail. It hits the target two to five times in a row.
Tail Slap,"['Sword', 'Shield']",The user attacks by striking the target with its hard tail. It hits the target two to five times in a row.
Tail Slap,"['B.Diamond', 'S.Pearl']","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered."
Tail Slap,"['Scarlet', 'Violet']",The user attacks by striking the target with its hard tail. This move hits two to five times in a row.
Tail Whip,"['Gold', 'Silver', 'Crystal']",Lowers the foe’s DEFENSE.
Tail Whip,"['Ruby', 'Sapphire', 'Emerald']",Wags the tail to lower the foe’s DEFENSE.
Tail Whip,"['FireRed', 'LeafGreen']","The user wags its tail cutely, making the foe lower its DEFENSE stat."
Tail Whip,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","The user wags its tail cutely, making the foe less wary. The target’s Defense stat is lowered."
Tail Whip,"['Black', 'White', 'Black 2', 'White 2']","The user wags its tail cutely, making opposing Pokémon less wary and lowering their Defense stat."
Tail Whip,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","The user wags its tail cutely, making opposing Pokémon less wary and lowering their Defense stat."
Tail Whip,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']","The user wags its tail cutely, making opposing Pokémon less wary and lowering their Defense stat."
Tail Whip,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","The user wags its tail cutely, making opposing Pokémon less wary and lowering their Defense stats."
Tail Whip,"['Scarlet', 'Violet']","The user wags its tail cutely, making opposing Pokémon less wary. This lowers their Defense stats."
Tailwind,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']",The user whips up a turbulent whirlwind that ups the Speed of all party Pokémon for three turns.
Tailwind,"['Black', 'White', 'Black 2', 'White 2']",The user whips up a turbulent whirlwind that ups the Speed of all party Pokémon for four turns.
Tailwind,"['X', 'Y', 'O.Ruby', 'A.Sapphire']",The user whips up a turbulent whirlwind that ups the Speed stat of the user and its allies for four turns.
Tailwind,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']",The user whips up a turbulent whirlwind that ups the Speed stat of the user and its allies for four turns.
Tailwind,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']",The user whips up a turbulent whirlwind that ups the Speed stats of the user and its allies for four turns.
Tailwind,"['Scarlet', 'Violet']",The user whips up a turbulent whirlwind that boosts the Speed stats of itself and its allies for four turns.
Take Down,"['Gold', 'Silver', 'Crystal']",A tackle that also hurts the user.
Take Down,"['Ruby', 'Sapphire', 'Emerald']",A reckless charge attack that also hurts the user.
Take Down,"['FireRed', 'LeafGreen']","A reckless, full-body charge attack that also hurts the user a little."
Take Down,"['Diamond', 'Pearl', 'Platinum', 'HeartGold', 'SoulSilver']","A reckless, full-body charge attack for slamming into the foe. It also damages the user a little."
Take Down,"['Black', 'White', 'Black 2', 'White 2']","A reckless, full-body charge attack for slamming into the target. It also damages the user a little."
Take Down,"['X', 'Y', 'O.Ruby', 'A.Sapphire']","A reckless, full-body charge attack for slamming into the target. This also damages the user a little."
Take Down,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon', 'L.G. Pikachu', 'L.G. Eevee']","A reckless, full-body charge attack for slamming into the target. This also damages the user a little."
Take Down,"['Sword', 'Shield', 'B.Diamond', 'S.Pearl']","A reckless, full-body charge attack for slamming into the target. This also damages the user a little."
Take Down,"['Scarlet', 'Violet']",A reckless full-body charge attack for slamming into the target. This also damages the user a little.
Take Heart,"['Scarlet', 'Violet']","The user lifts its spirits, curing its own status conditions and boosting its Sp. Atk and Sp. Def stats."
Tar Shot,"['Sword', 'Shield']","The user pours sticky tar over the target, lowering the target’s Speed stat. The target becomes weaker to Fire-type moves."
